Conference,Year,Presenter:name,Presenter:gender,Presenter:seniority,Publication:title,Youtube_link
Ai4,2020,PHOEBE LIU,Female,Engineer,Training Conversational Agents on Noisy Data with Appen,https://www.youtube.com/watch?v=Vt6R2fiIsmE
Ai4,2020,Prahlad Menon,Male,Engineer,Algorithmic Identification of Stroke Risk w/ Medical Imaging Based Appearance Models of the Heart,https://www.youtube.com/watch?v=1fwUjQOwXio
Ai4,2020,Robert Budman,Male,Engineer,How Ambient Clinical Intelligence is Transforming the Provider-Patient Experience with Nuance Comm.,https://www.youtube.com/watch?v=QYbOefnU3I8
Ai4,2020,Rose Chen,Female,Engineer,AI For the Supply Chain with WESCO International,https://www.youtube.com/watch?v=CO92s-V6I5A
Ai4,2020,Safiya Noble,Female,Engineer,Algorithms of Oppression: How Search Engines Reinforce Racism - Dr. Safiya Noble,https://www.youtube.com/watch?v=7AHv6vUouU8
Ai4,2020,Salah Khawaja,Male,Engineer,"Inspirations of the Future, Data, and AI with Bank of America Merrill Lynch",https://www.youtube.com/watch?v=21Ff-GNhWUA
Ai4,2020,Salam Baniahmed,Male,Engineer,Cyber Resiliency: An Intelligent Line of Defense for Operational Technology Systems with Eaton,https://www.youtube.com/watch?v=wgQMN0KqZHs
Ai4,2020,SHYAMALA PRAYAGA,Female,Engineer,Ethical AI Digital Assistants with Ford,https://www.youtube.com/watch?v=sMTXLDt-wog
Ai4,2020,Song Zhang,Male,Engineer,Holostream for Remote Robot Control with Purdue University,https://www.youtube.com/watch?v=4-i1PiT-ed0
Ai4,2020,Sri Ambati,Male,Engineer,Democratizing the Future of AI with H2O.ai,https://www.youtube.com/watch?v=FiGz-552CwE
Ai4,2020,Stephen Wong,Male,Engineer,AI in Precision Diagnosis: Case Studies in Cancer and Stroke with Houston Methodist,https://www.youtube.com/watch?v=ueNXBrqh6k4
Ai4,2020,Subash Sundaresan,Male,Engineer,"Powering Business Growth: Real-Time, Privacy-Enabled AI with Swarmin.ai",https://www.youtube.com/watch?v=Tez_cn2pdi8
Ai4,2020,SUBHASIS BHATTACHARYA,Male,Engineer,Leveraging insight into the Supply Chain through advanced analytics with Wayfair,https://www.youtube.com/watch?v=AW7Z4-5DGjI
Ai4,2020,Tokologo Phetla,Male,Engineer,Applying AI in Africa with Christopher Africa,https://www.youtube.com/watch?v=sFe4-EYi208
Ai4,2020,Tucker Balch,Male,Engineer,AI Research at J.P. Morgan,https://www.youtube.com/watch?v=1XS57JCeePI
ACL,2021,Duanchen Liu,Female,Senior Academic,Predicting pragmatic discourse features in the language of adults with autism spectrum disorder,https://youtu.be/MG4Y-C5z7sI
Ai4,2020,Aura Greenberg,Female,Engineer,Opening Doors for AI - A Business Perspective with Crown Castle,https://www.youtube.com/watch?v=gnsUadLeqsg
Ai4,2020,Josh Poduska,Male,Engineer,Monitoring Models at Scale with Domino Data Lab,https://www.youtube.com/watch?v=3gDnES63l7Y
Ai4,2020,Meltem Ballam,Female,Engineer,Backbone of Computer Vision Pipelines: Feature Extraction with General Motors,https://www.youtube.com/watch?v=n0NthbbV8FI
Ai4,2020,Rudradeb Mitra,Male,Engineer,Building AI Solutions Through Global Collaboration with Omdena,https://www.youtube.com/watch?v=g_Tk63JK6Js
Ai4,2020,Vamsi Nellutla,Male,Engineer,AI Applications for Healthcare Economics with UnitedHealth Group,https://www.youtube.com/watch?v=WiC7ZS3g72g
Conf42,2022,Karan Singh,Male,Engineer,Edge-to-Core Machine Learning and Data Pipeline on k8s,https://www.youtube.com/watch?v=GoY8XV_FSPI
DEVOPSConf,2022,Helen Beal,Female,Engineer,The power of DevOps combined with Value Stream Management,https://www.youtube.com/watch?v=Zjfum_mD9l8
GOTO,2021,Woody Zuill,Male,Engineer,Let’s Make It Easy,https://www.youtube.com/watch?v=Jtt7PAejrFA
HiPEAC,2021,Adrien Suau,Male,Academic,Quantum technologies and computing,https://youtu.be/6NGqOE7OSL4
Ai4,2020,Venu Vasudevan,Male,Engineer,The AI Impact on Daily Touch Products with Procter & Gamble,https://www.youtube.com/watch?v=LNyjb-Hq3iI
Ai4,2020,VERED SHWARTZ,Female,Engineer,Recent Breakthroughs and Uphill Battles in Modern Natural Language Processing,https://www.youtube.com/watch?v=VC9JRY5IezA
Ai4,2020,Vivek Thakral,Male,Engineer,Business Transformation fueled by Artificial Intelligence with HARMAN International,https://www.youtube.com/watch?v=JW0zWIZi5fQ
Conf42,2022,Andrew Knight,Male,Engineer,How Visual AI Makes Testing a Breeze,https://www.youtube.com/watch?v=GpFtkqdto8g
Conf42,2022,Felice Pescatore,Male,Engineer,AI at the service of Business Agility,https://www.youtube.com/watch?v=idRzj8hiFXU
Conf42,2022,Harika Chebrolu,Female,Engineer,Using AI to Accelerate the Smart Green Transition,https://www.youtube.com/watch?v=WGmhVr-FLRI
Conf42,2022,Jesus Saldana Gonzalez,Male,Engineer,Machine learning won't put you out of a job,https://www.youtube.com/watch?v=bsn3f52huUw
Conf42,2022,Johannes Hotter,Male,Engineer,Greenfield vs. Brownfield Data Labeling,https://www.youtube.com/watch?v=tA6wNYTj0dA
Conf42,2022,Joshua Arvin Lat,Male,Engineer,Hacking and Securing ML Systems and Environments,https://www.youtube.com/watch?v=lR3xPifpHSc
Conf42,2022,Julien Simon,Male,Engineer,Machine Learning 2.0 with Hugging Face,https://www.youtube.com/watch?v=BiJWFHL7u_Y
Conf42,2022,Laura Ham,Female,Engineer,Build your own search application with Weaviate,https://www.youtube.com/watch?v=_V_Nd85Ihsg
Conf42,2022,Mohsin Khan,Male,Engineer,Serverless Architecture for Product Defect Detection,https://www.youtube.com/watch?v=DGajwPBwyC4
Conf42,2022,Vasco Veloso,Male,Engineer,Artificial Intelligence through the ages,https://www.youtube.com/watch?v=ccE6gL2StMo
DEVOPSConf,2022,Adam Moss,Male,Engineer,IT Insourcing: An Engineers Perspective,https://www.youtube.com/watch?v=i79zuYtpLmU
DEVOPSConf,2022,Christophe Bruchansky,Male,Engineer,Ethics and corporate social responsibility,https://www.youtube.com/watch?v=EUc3FEKTFMk
DEVOPSConf,2022,Dan Grøndahl Glavind,Male,Engineer,Culture as a service,https://www.youtube.com/watch?v=0xP7uCOAjd0
DEVOPSConf,2022,Dotan Horovits,Male,Engineer,How to use OpenTelemetry,https://www.youtube.com/watch?v=PWorbbYe1-E
DEVOPSConf,2022,Kohsuke Kawaguchi,Male,Engineer,My personal journey around diversity,https://www.youtube.com/watch?v=VqRqe0JJHCg
DEVOPSConf,2022,Larry Maccherone,Male,Engineer,Shifting Security left,https://www.youtube.com/watch?v=b5q_iWlwL1E
DEVOPSConf,2022,Lee Faus,Male,Engineer,"Business outcomes: Standards, Transparency and Collaboration",https://www.youtube.com/watch?v=SWHApZxQweE
DEVOPSConf,2022,Lesley Cordero,Female,Engineer,How to use GameDays,https://www.youtube.com/watch?v=e2iE26V9swY
DEVOPSConf,2022,Michael Stahnke,Male,Engineer,Find top tech talent for growing startups,https://www.youtube.com/watch?v=w_YwLKmuXmM
DEVOPSConf,2022,Nočnica Fee,Male,Engineer,Why infrastructure as code?,https://www.youtube.com/watch?v=6jW6AxPCMJw
DEVOPSConf,2022,Ron Powell,Male,Engineer,Benchmarks for high performing teams in 2021,https://www.youtube.com/watch?v=M1gkVhgPwLg
DEVOPSConf,2022,Sari Alander,Female,Engineer,What all transformation leaders need to know,https://www.youtube.com/watch?v=F7FPx6dTt4k
Euro-Par,2020,Ewa Deelman,Female,Senior Academic,Automating Science Workflows: Challenges and Opportunities,https://youtu.be/RLM1dZdqTuE
Euro-Par,2020,Geoffrey Fox,Female,Senior Academic,"Advancing Science with Deep Learning, HPC, Data Benchmarks and Data Engineering",https://youtu.be/q-N8VblJdbg
Euro-Par,2020,Piotr Sankowski,Male,Senior Academic,Breaking the PRAM O(log n) complexity bounds on MPC,https://youtu.be/0TZdxuMSFx8
GOTO,2021,Ana-Maria Mihalceanu,Female,Engineer,The Automation Challenge: Kubernetes Operators vs Helm Charts,https://www.youtube.com/watch?v=dGx8PjmWkyM
GOTO,2021,Gojko Adzic,Male,Engineer,You're Testing WHAT?,https://www.youtube.com/watch?v=5_IW7npQk9k
GOTO,2021,James Lewis,Male,Engineer,"Scale, Flow and Microservices",https://www.youtube.com/watch?v=yJHvMabxVYU
GOTO,2021,Sander Hoogendoorn,Male,Engineer,How Microteams Change the Way We Collaborate. Again,https://www.youtube.com/watch?v=fCMuzSAyAGw
GOTO,2021,Stefan Tilkov,Male,Engineer,Is Domain-Driven Design Overrated?,https://www.youtube.com/watch?v=ZZp9RQEGeqQ
GOTO,2022,Alex Bikfalvi,Male,Engineer,Achieving High Performance with an Internal Developer Platform,https://www.youtube.com/watch?v=szVzIFhzFD4
GOTO,2022,Arno Haase,Male,Engineer,Static Code Analysis - A Behind-the-scenes Look,https://www.youtube.com/watch?v=4HhHER0n8ls
GOTO,2022,Brian Vermeer,Male,Engineer,Live Hacking: Breaking into Your Web App,https://www.youtube.com/watch?v=teLsZFZZ1Z0
GOTO,2022,Eric Johnson,Male,Engineer,Rediscovering Humanity in Tech,https://www.youtube.com/watch?v=hv4xkrgYknw
GOTO,2022,Flavio Deroo,Male,Engineer,From Monolith to State-of-the-Art Banking,https://www.youtube.com/watch?v=gVucnhnyYTw
GOTO,2022,Fred George,Male,Engineer,Sabotaging an Agile Transformation,https://www.youtube.com/watch?v=3cDpLVuQXEo
GOTO,2022,Kevlin Henney,Male,Engineer,Structure and Interpretation of Test Cases,https://www.youtube.com/watch?v=MWsk1h8pv2Q
GOTO,2022,Madhu Sivasubramanian,Female,Engineer,Challenges of Large Enterprises in Moving to the Public Cloud,https://www.youtube.com/watch?v=qhairDunuIA
GOTO,2022,Sander Hoogendoorn,Male,Engineer,The Zen of Programming,https://www.youtube.com/watch?v=syGnlE_oosM
HAI,2020,"Ryan Tibshirani,",Male,Senior Academic,Epidemiological Forecasting Tools for COVID-19,https://youtu.be/Ieg6zrElkaI
HAI,2020,Xavier Amatriain,Male,Senior Academic,An Online Virtual Care Approach,https://youtu.be/TGU5qdhUu3c
HiPEAC,2021,Albert Cohen,Male,Senior Academic,Inspiring Futures: Fighting compiler dragons with Google Brain,https://youtu.be/pLCoxZhYi5E
HiPEAC,2021,Alberto Bosio,Male,Senior Academic,Inspiring Futures: Mobility and openness in academia,https://youtu.be/QYMuqh60cEY
HiPEAC,2021,Babis Chalios,Male,Senior Academic,Inspiring Futures: Starting a start-up,https://youtu.be/iYkXXaveN7w
HiPEAC,2021,Benoît Dupont de Dinechin,Male,Senior Academic,How to co-design a manycore edge accelerator,https://youtu.be/myt9-hKC7bM
HiPEAC,2021,Cristell Maneux,Female,Junior Academic,FVLLMONTI: Technology enabling on-device AI,https://youtu.be/Ve1uXEr9kd8
HiPEAC,2021,David Atienza,Male,Senior Academic,The nervous system as an IoT: Brain-inspired healthcare wearables,https://youtu.be/F52zXdtNJhY
HiPEAC,2021,Haralampos Stratigopouos,Male,Senior Academic,AI hardware accelerators for safety-critical applications,https://youtu.be/urYoFSsMo2o
HiPEAC,2021,Karol Desnos,Male,Senior Academic,Tangled program graphs: Reinforcement learning for hardware-friendly machine learning,https://youtu.be/umIoJnmx9Vg
HiPEAC,2021,Marc Bocquet,Male,Senior Academic,In-memory computing: Hardware accelerator for embedded AI,https://youtu.be/Btfs-VzzUas
HiPEAC,2021,Olivier Sentieys,Male,Senior Academic,Approximate Deep Learning Accelerators,https://youtu.be/qVQ96JBUvrk
ICASSP,2020,Alexander H. Liu,Male,Junior Academic,ASR WITH WORD EMBEDDING REGULARIZATION AND FUSED DECODING,https://youtu.be/1j46kdawA4Q
ICASSP,2020,Andy T. Liu,Male,Junior Academic,MOCKINGJAY: UNSUPERVISED SPEECH REPRESENTATION LEARNING WITH DEEP BIDIRECTIONAL TRANSFORMER ENCODERS,https://youtu.be/JlOSyRNFjOw
ICASSP,2020,Chung-Yi LI,Male,Senior Academic,WHAT DOES A NETWORK LAYER HEAR? ANALYZING HIDDEN REPRESENTATIONS OF END-TO-END ASR THROUGH SPEECH SYNTHESIS,https://youtu.be/6gtn7H-pWr8
ICASSP,2020,Da-Yi Wu,Male,Junior Academic,ONE-SHOT VOICE CONVERSION BY VECTOR QUANTIZATION,https://youtu.be/W3t8FHgV90M
ICASSP,2020,Gene-Ping Yang,Male,Junior Academic,INTERRUPTED AND CASCADED PERMUTATION INVARIANT TRAINING FOR SPEECH SEPARATION,https://youtu.be/RUhkc6ihyYI
ICASSP,2020,Haibin Wu,Male,Junior Academic,Defense against adversarial attacks on spoofing countermeasures of ASV,https://youtu.be/sKwz5GvxGgI
ICASSP,2020,Jui-Yang Hsu,Male,Academic,META LEARNING FOR END-TO-END LOW-RESOURCE SPEECH RECOGNITION,https://youtu.be/goav0eXKPwg
ICASSP,2020,Shun-Po Chuang,Male,Academic (Engineer),TRAINING A CODE-SWITCHING LANGUAGE MODEL WITH MONOLINGUAL DATA,https://youtu.be/qf0j0A0-SVM
ICASSP,2020,Tao Tu,Male,Academic (Engineer),TOWARDS UNSUPERVISED SPEECH RECOGNITION AND SYNTHESIS WITH QUANTIZED SPEECH REPRESENTATION LEARNING,https://youtu.be/cnZdfLSqwiE
ICFP,2021,Adam Chlipala,Male,Senior Academic,Skipping the Binder Bureaucracy with Mixed Embeddings in a Semantics Course (Functional Pearl),https://www.youtube.com/watch?v=C2HFRlj7qT8
ICFP,2021,Alejandro Aguirre,Male,Junior Academic,Higher-Order Probabilistic Adversarial Computations: Categorical Semantics and Program Logics,https://www.youtube.com/watch?v=gar7kjZx8fw
ICFP,2021,Aymeric Fromherz,Male,Junior Academic,Steel: Proof-Oriented Programming in a Dependently Typed Concurrent Separation Logic,https://www.youtube.com/watch?v=Xcg7i69AMdY
ICFP,2021,Chaitanya Koparkar,Male,Academic,Efficient Tree-Traversals: Reconciling Parallelism and Dense Data Representations,https://www.youtube.com/watch?v=eeHYCq46nhE
ICFP,2021,David M. Kahn,Male,Junior Academic,Automatic Amortized Resource Analysis with the Quantum Physicist’s Method,https://www.youtube.com/watch?v=5w1ux-5hInQ
ICFP,2021,Denis Merigoux,Male,Junior Academic,Catala: A Programming Language for the Law,https://www.youtube.com/watch?v=jmHwAh_-IOU
ICFP,2021,Donnacha Oisín Kidney,Male,Junior Academic,Algebras for Weighted Search,https://www.youtube.com/watch?v=n6oS6X-DOlg
ICFP,2021,Glen Mével,Male,Junior Academic,Formal Verification of a Concurrent Bounded Queue in a Weak Memory Model,https://www.youtube.com/watch?v=464UmVWTtUo
ICFP,2021,Kimball Germane,Male,Senior Academic,Newly-Single and Loving It: Improving Higher-Order Must-Alias Analysis with Heap Fragments,https://www.youtube.com/watch?v=T60ePDdoXEM
ICFP,2021,Li-yao Xia,Male,Junior Academic,Reasoning about the Garden of Forking Paths,https://www.youtube.com/watch?v=YSVFUjUcWzo
ICFP,2021,Lukas Lazarek,Male,Junior Academic,How to Evaluate Blame for Gradual Types,https://www.youtube.com/watch?v=_S7BYbYb6Yk
ICFP,2021,Martin Avanzini,Male,Senior Academic,On Continuation-Passing Transformations and Expected Cost Analysis,https://www.youtube.com/watch?v=bXeFLcy5Bp4
ICFP,2021,Nick Giannarakis,Male,Junior Academic,ProbNV: Probabilistic Verification of Network Control Planes,https://www.youtube.com/watch?v=07e32aS4qQE
ICFP,2021,Nikita Zyuzin,Male,Junior Academic,Contextual Modal Types for Algebraic Effects and Handlers,https://www.youtube.com/watch?v=UdUl3vRmhsQ
ICFP,2021,Nikos Vasilakis,Male,Senior Academic,An Order-Aware Dataflow Model for Parallel Unix Pipelines,https://www.youtube.com/watch?v=nCoXaSliCww
ICFP,2021,Ningning Xie,Female,Senior Academic,Generalized Evidence Passing for Effect Handlers: Efficient Compilation of Effect Handlers to C,https://www.youtube.com/watch?v=yAT0qYlD0UM
ICFP,2021,Richard A. Eisenberg,Male,Senior Academic,An Existential Crisis Resolved: Type Inference for First-Class Existential Types,https://www.youtube.com/watch?v=u_ugn9vmP2g
ICFP,2021,Sam Caldwell,Male,Academic (Engineer),Typed Dataspace Actors,https://www.youtube.com/watch?v=4KXbY1T2neY
ICFP,2021,Sandro Stucki,Male,Senior Academic,A Theory of Higher-Order Subtyping with Type Intervals,https://www.youtube.com/watch?v=rf3OtJ_Uz_o
ICFP,2021,Taro Sekiyama,Male,Senior Academic,CPS Transformation with Affine Types for Call-By-Value Implicit Polymorphism,https://www.youtube.com/watch?v=jfZqY9oMKxQ
ICFP,2021,Xuejing Huang,Male,Academic,Distributing Intersection and Union Types with Splits and Duality (Functional Pearl),https://www.youtube.com/watch?v=5xbDPlavQcM
ICFP,2021,Yannick Zakowski,Male,Senior Academic,"Modular, Compositional, and Executable Formal Semantics for LLVM IR",https://www.youtube.com/watch?v=n8B07nG0BD0
ICFP,2021,Yasunari Watanabe,Male,Academic (Engineer),Certifying the Synthesis of Heap-Manipulating Programs,https://www.youtube.com/watch?v=gML3b6PWnbg
ICLR,2021,Alexander Richard,Male,Senior Academic,Neural Synthesis of Binaural Speech From Mono Audio,https://www.youtube.com/watch?v=RbZ1a4G8y1Q&t=16s
ICLR,2021,Atsushi Nitanda,Male,Senior Academic,Optimal Rates for Averaged Stochastic Gradient Descent under Neural Tangent Kernel Regime,https://www.youtube.com/watch?v=EngmyV7mF_A&t=7s
ICLR,2021,Cheng-Hao Ho,Male,Senior Academic,LAMOL: LAnguage MOdeling for Lifelong Language Learning,https://youtu.be/cW04Sb02lU4
ICLR,2021,Ian Gemp,Male,Senior Academic,EigenGame PCA as a Nash Equilibrium,https://www.youtube.com/watch?v=uCWRCXUKobk&t=1s
ICLR,2021,Meire Fortunato,Female,Senior Academic,Learning Mesh Based Simulation with Graph Networks,https://www.youtube.com/watch?v=9xVyMkL7rjo&t=4s
ICLR,2021,Michael E. Sander,Male,Junior Academic,Momentum Residual Neural Networks,https://www.youtube.com/watch?v=4PQR7ErASNo&t=1s
ICLR,2021,Yang Song,Male,Junior Academic,Score Based Generative Modeling through Stochastic Differential Equations,https://www.youtube.com/watch?v=L9ZegT87QK8&t=16s
ICLR,2022,Adam Dziedzic,Male,Junior Academic,Increasing the Cost of Model Extraction with Calibrated Proof of Work (ICLR 2022 Spotlight),https://www.youtube.com/watch?v=8D7SpGa5jTw&t=2s
ICLR,2022,Albert Webson,Male,Junior Academic,Multitask Prompted Training Enables Zero-Shot Task Generalization,https://www.youtube.com/watch?v=DZsHeH7nCPg&t=8s
ICLR,2022,Ali Jahanian,Male,Senior Academic,GenRep: Generative Models as a Data Source for Multiview Representation Learning,https://www.youtube.com/watch?v=qYmGvVrGZno&t=2s
ICLR,2022,Been Kim,Female,Senior Academic,Beyond interpretability: developing a language to shape our relationships with AI,https://www.youtube.com/watch?v=Ub45cGEcTB0&t=11s
ICLR,2022,Bertrand Charpentier,Male,Junior Academic,Differentiable DAG Sampling,https://www.youtube.com/watch?v=JiS7wJle2Ao&t=7s
ICLR,2022,Cheng Wan,Male,Junior Academic,PipeGCN: Efficient Full-Graph Training of Graph Convolutional Networks with Pipelined Feature Communication,https://www.youtube.com/watch?v=kmUZIEbyypI&t=1s
ICLR,2022,Dhruv Shah,Male,Senior Academic,Value Function Spaces: Skill-Centric State Abstractions for Long-Horizon Reasoning,https://www.youtube.com/watch?v=KwBMWcPhZZQ&t=1s
ICLR,2022,Dingfan Chen,Female,Junior Academic,RelaxLoss: Defending Membership Inference Attacks without Losing Utility,https://www.youtube.com/watch?v=Iyu0gNC3oYE&t=4s
ICLR,2022,Felix Petersen,Male,Senior Academic,Monotonic Differentiable Sorting Networks,https://www.youtube.com/watch?v=Rl-sFaE1z4M&t=9s
ICLR,2022,Glen Berseth,Male,Senior Academic,Continual Meta Policy Search,https://www.youtube.com/watch?v=IAH_qFIQxxc
